intention_likelihood_1,AC_Qs_1,AC_Qs_2,AC_Qs_3,AC_Qs_4,AC_Qs_5,AC_Qs_6,AC_Qs_7,AC_Qs_8,AC_Qs_9,AC_Qs_10,AC_Qs_11,AC_Qs_12,AC_Qs_13,AC_Qs_14,AC_Qs_15,AC_Qs_16,AC_Qs_17,AC_Qs_18,AC_Qs_19,AC_Qs_20,AC_Qs_21,AC_Qs_22,AC_Qs_23,AC_Qs_24,sex_history,sex_active,sex_partnernum,relationship_status,rela_exclusive,age,study_content,Condition,CTA
80,8,7,9,6,10,8,8,6,9,8,10,9,4,6,7,8,7,9,10,6,9,2,5,1,1,1,1,2,1,24,The willingness to get a vaccination given information about the upsides to taking it,Both,Protect yourself and your partner. Get vaccinated against HPV today.
6,6,5,8,7,8,6,4,6,5,6,8,7,6,6,7,7,6,6,6,7,7,4,5,5,1,1,1,2,1,22,Evaluating people's opinions on vaccines,Control,Get vaccinated against HPV today.
44,6,8,1,1,6,7,6,5,5,6,6,6,1,7,7,7,6,2,4,9,8,8,2,1,1,1,4,5,1,26,views on vaccines and intercourse,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
80,10,10,10,7,10,7,10,9,10,10,10,10,7,10,6,10,10,7,10,10,10,10,7,6,1,3,1,1,,24,HPV,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
52,10,8,10,5,6,5,9,2,10,8,8,7,1,10,2,10,10,4,8,7,8,4,9,2,1,1,4,1,,23,HPV and morals,Control,Get vaccinated against HPV today.
30,5,7,4,7,8,6,5,8,8,7,8,9,4,6,6,8,7,2,7,5,7,4,7,4,2,2,,1,,18,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
0,9,9,5,1,7,7,4,5,5,9,10,9,5,7,7,7,6,4,1,6,8,1,2,1,2,2,,1,,19,Vaccines and how we view them.,Both,Protect yourself and your partner. Get vaccinated against HPV today.
5,1,8,9,7,9,6,10,7,10,4,8,2,5,4,9,10,8,1,7,8,4,2,7,2,2,2,,1,,23,,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
2,8,9,4,2,7,10,6,8,2,6,7,8,1,5,8,7,4,6,7,8,4,1,5,9,1,1,1,2,1,25,Peoples views about vaccines ,Both,Protect yourself and your partner. Get vaccinated against HPV today.
60,10,9,9,9,10,8,9,8,9,7,10,10,1,8,9,10,10,7,9,10,10,10,6,4,1,1,1,5,1,22,The study is about getting opinions on how people percieve HPV and its vaccination,Control,Get vaccinated against HPV today.
50,7,9,10,8,10,5,8,5,9,5,10,2,1,10,10,10,9,1,10,10,10,7,5,1,2,2,,2,1,24,HPV and opinions on vaccines,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
0,6,6,9,4,9,8,8,5,7,5,9,9,4,9,7,8,8,2,9,9,9,4,9,4,1,1,1,6,1,25,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
51,7,9,7,7,8,10,10,8,7,8,9,9,2,9,8,9,9,6,10,9,9,4,8,5,1,2,1,1,,25,HPV Vaccine,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
60,9,8,4,7,8,9,6,10,5,9,8,8,9,4,8,5,8,8,7,9,8,2,5,8,1,1,1,2,1,25,,Both,Protect yourself and your partner. Get vaccinated against HPV today.
0,5,9,8,5,9,9,8,7,8,7,9,8,6,8,8,9,10,5,8,10,10,5,7,5,1,1,1,1,,25,Peoples opinion on vacination,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,Protect yourself and your partner. Get vaccinated against HPV today.
50,10,10,10,1,10,10,10,10,10,10,10,10,1,10,10,10,10,10,10,10,10,10,10,1,2,2,,1,,25,"To see how we perceive vaccines, specifically HPV vaccines",Control,Get vaccinated against HPV today.
83,8,8,9,9,8,8,9,8,6,7,9,8,5,9,8,9,8,8,8,8,9,9,9,8,1,1,1,2,1,21,,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
14,7,8,9,8,10,5,10,9,10,5,10,10,1,10,8,10,10,1,10,9,10,1,10,1,2,2,,1,,24,Hpv vacccines,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
10,2,9,5,1,9,10,8,10,5,8,10,9,1,7,10,9,7,2,9,10,8,1,7,10,2,2,,1,,26,HPV Vaccine,Control,Get vaccinated against HPV today.
20,1,2,6,5,6,9,6,10,6,10,10,7,4,2,10,9,4,6,5,10,5,6,5,8,1,2,3,1,,25,Average persons knowledge on the HPV vaccine,Control,Get vaccinated against HPV today.
25,7,9,8,4,10,8,6,7,4,7,8,7,2,6,5,8,9,4,6,8,8,2,1,4,2,2,,2,1,25,People's atittudes towards the HPV vaccine,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
100,9,8,6,6,9,10,9,9,7,10,8,8,9,8,6,5,9,9,9,8,8,6,5,10,1,1,1,2,3,19,To educate people of HPV and gauge individuals knowledge on this topic.,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
16,7,9,8,6,10,5,7,6,7,5,9,10,1,7,5,8,6,2,8,7,5,4,7,4,3,3,,7,,24,HPV vaccine ,Both,Protect yourself and your partner. Get vaccinated against HPV today.
50,9,9,10,9,10,9,10,10,10,10,9,8,5,9,8,9,10,7,10,8,10,9,8,7,1,1,3,2,1,24,Understanding how people feel about vaccines ,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
15,9,7,10,4,10,9,8,7,4,10,10,10,1,2,2,9,8,2,6,6,6,2,5,1,2,2,,1,,22,Opinions of the HPV vaccine (safety and willingness to get),Control,Get vaccinated against HPV today.
50,7,10,7,8,10,9,9,9,10,9,9,10,7,8,9,9,9,8,10,9,10,9,6,8,2,2,,1,,24,,Both,Protect yourself and your partner. Get vaccinated against HPV today.
1,5,1,4,8,2,6,5,7,4,6,1,5,10,4,5,1,1,10,1,6,1,10,7,10,1,1,2,2,1,26,Understanding hesitancy towards hpv vaccine,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
1,8,9,7,5,8,8,9,9,6,7,8,8,5,10,10,9,8,7,7,9,6,5,10,4,2,2,,1,,21,HPV vaccine receptiveness,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
76,4,2,5,4,2,6,4,6,4,5,4,2,2,6,2,4,5,5,5,2,1,5,5,5,1,1,2,1,,23,hpv vaccine ,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
40,7,7,5,6,8,8,10,6,7,8,7,9,4,7,7,6,8,8,8,9,7,6,8,2,2,2,,1,,23,,Both,Protect yourself and your partner. Get vaccinated against HPV today.
80,9,9,6,8,10,8,9,9,7,9,9,9,4,10,7,10,9,6,9,8,8,6,8,4,1,2,1,1,,26,People's perceptions of the effectiveness of vaccines.,Control,Get vaccinated against HPV today.
0,1,4,2,5,4,8,4,6,4,4,4,4,2,5,4,5,5,4,5,4,4,5,7,7,1,1,1,6,1,25,,Control,Get vaccinated against HPV today.
33,5,5,10,9,10,10,10,8,8,7,10,9,2,1,2,8,9,5,10,10,10,1,10,4,2,2,,1,,26,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
25,10,9,10,8,10,7,6,10,10,8,9,10,4,10,9,10,10,6,10,8,10,9,10,6,2,2,,1,,23,"Information about the human papillomavirus (HPV) vaccine, and then get your thoughts on the vaccination",Both,Protect yourself and your partner. Get vaccinated against HPV today.
65,7,8,8,5,9,8,9,9,10,7,9,9,6,9,9,8,10,5,9,8,10,6,6,5,1,1,2,2,3,23,About how we feel about the HPV vaccine,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
21,7,10,10,6,7,6,6,8,6,7,8,10,6,10,7,7,7,7,9,8,10,7,6,6,1,1,1,6,1,23,Finding out how the public feels about vaccines,Both,Protect yourself and your partner. Get vaccinated against HPV today.
20,8,7,4,4,7,6,8,6,5,8,8,9,7,7,9,8,8,6,6,8,8,5,5,5,1,1,5,1,,22,HPV vaccine,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
10,10,7,2,4,10,10,5,9,6,4,10,9,4,10,8,10,6,5,9,10,10,1,5,2,2,2,,1,,21,,Control,Get vaccinated against HPV today.
20,10,10,7,4,10,7,10,8,6,7,9,10,6,10,1,10,7,4,8,10,10,1,8,6,1,2,1,1,,25,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
100,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,1,1,1,4,1,20,,Control,Get vaccinated against HPV today.
80,4,7,6,4,7,5,8,4,8,5,8,7,4,9,8,9,9,2,7,9,9,2,4,1,1,1,2,1,,24,,Both,Protect yourself and your partner. Get vaccinated against HPV today.
62,1,2,9,8,7,8,9,10,10,10,7,7,9,7,6,4,9,9,1,1,1,1,1,1,2,2,,2,1,26,TEST,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,5,7,4,7,6,7,6,7,6,7,7,7,6,6,5,7,7,6,4,7,7,5,6,10,1,1,2,2,1,23,,Control,Get vaccinated against HPV today.
68,7,5,6,10,6,8,6,10,7,4,7,8,9,6,9,6,8,9,7,7,8,6,7,9,1,1,2,2,1,23,,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,7,4,9,10,1,2,6,8,6,9,10,1,5,5,7,6,9,9,6,10,5,4,8,9,1,2,4,1,,24,Hpv ,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,9,8,8,7,6,7,5,5,10,10,10,8,6,2,8,4,6,7,1,1,1,7,7,8,1,1,1,1,,21,Nothing,Control,Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,6,4,1,1,2,1,1,4,1,4,1,1,5,1,4,1,1,2,1,5,1,4,2,6,2,2,,1,,20,,Control,Get vaccinated against HPV today.
51,1,2,5,4,9,8,9,7,6,10,5,9,1,4,6,2,4,5,8,5,8,10,6,10,1,1,2,1,,24,No comment ,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
40,6,6,8,2,7,9,5,9,2,9,2,9,4,8,4,9,1,8,4,7,4,6,5,8,1,1,1,1,,23,Study is about revising so you can remember,Both,Protect yourself and your partner. Get vaccinated against HPV today.
60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,9,6,10,8,7,10,8,6,7,10,8,6,4,8,2,10,9,1,8,7,8,1,9,4,2,2,,1,,22,Why men are not getting the HPV vaccine,Control,Get vaccinated against HPV today.
19,6,6,6,5,7,6,6,6,5,6,6,6,6,6,6,6,6,6,7,6,6,6,6,6,1,1,1,2,2,22,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,7,9,6,8,6,8,4,8,8,6,8,7,8,6,7,6,7,8,8,6,8,7,7,7,1,1,1,2,1,20,Studies,Control,Get vaccinated against HPV today.
68,10,10,10,10,7,6,6,9,10,8,10,10,10,10,8,10,9,9,8,6,10,10,9,8,1,1,3,4,1,24,Hpv vaccine,Control,Get vaccinated against HPV today.
54,2,7,4,6,5,2,5,8,1,6,5,4,6,1,7,9,6,1,9,2,8,10,2,8,2,2,,1,,19,It’s a good and interesting study that can help you mind gain smartness. ,Both,Protect yourself and your partner. Get vaccinated against HPV today.
21,4,5,8,2,7,7,8,2,6,9,10,10,5,8,10,10,10,2,8,2,10,1,7,4,1,1,1,2,1,25,Hpv ,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,1,4,5,7,9,10,2,1,6,5,7,8,5,9,6,8,8,4,8,6,9,2,9,9,1,2,2,1,,24,Hov ,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,6,6,6,6,6,5,5,6,6,6,6,6,7,6,6,6,6,6,6,6,6,6,6,6,1,1,5,1,,20,I don’t know ,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
40,1,1,8,4,5,2,7,1,7,8,10,7,1,8,8,6,4,1,7,1,8,1,7,2,2,2,,1,,18, Vaccines ,Control,Get vaccinated against HPV today.
6,6,4,5,5,7,4,1,2,5,6,1,2,1,4,5,1,2,4,1,2,2,4,5,4,2,2,,1,,20,Vaccines,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
60,4,7,8,5,9,7,4,6,10,5,7,10,2,9,7,7,10,1,9,4,8,1,7,1,1,2,1,5,1,21,,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,5,6,8,6,10,6,10,5,10,6,10,9,2,4,6,10,10,2,10,10,6,1,10,1,1,1,3,1,,26,,Control,Get vaccinated against HPV today.
51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
81,10,10,5,6,10,10,10,8,8,8,10,8,7,7,9,10,7,1,10,10,10,2,5,5,2,2,,1,,24,it was about HPV Vaccination.,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
50,8,8,7,4,8,7,8,4,5,4,8,8,6,8,4,8,9,4,9,6,8,5,9,7,2,2,,1,,19,The importance and awareness of the HPV Vaccine,Both,Protect yourself and your partner. Get vaccinated against HPV today.
2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Control,Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,8,9,10,10,10,10,10,8,10,10,10,10,6,10,7,10,10,7,10,9,10,7,10,8,1,2,5,1,,23,,Both,Protect yourself and your partner. Get vaccinated against HPV today.
35,1,4,2,5,6,10,7,5,9,7,8,6,9,10,7,4,1,1,2,4,4,9,8,7,1,1,2,2,1,23,Vaccine ,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,7,10,10,7,10,4,10,10,9,8,7,10,1,9,7,9,10,1,9,9,8,1,10,1,2,2,,1,,29,The Hcp vaccines ,Both,Protect yourself and your partner. Get vaccinated against HPV today.
12,6,6,6,6,6,9,7,7,7,7,7,7,9,7,7,7,7,7,7,8,7,7,7,7,1,2,1,1,,20,educating and getting opinions on hpv vaccine ,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
70,10,9,5,6,7,10,1,7,8,4,10,6,8,5,9,5,2,8,1,9,2,1,7,10,1,1,3,2,1,22,,Control,Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,9,8,8,9,8,10,10,10,10,10,10,10,9,9,10,10,8,9,9,10,10,1,10,1,1,1,1,2,1,20,Hpv,Control,Get vaccinated against HPV today.
71,4,7,8,7,9,9,7,6,8,10,10,9,6,7,8,7,10,4,8,9,9,9,8,9,1,2,1,2,1,18,This survey was about HPV.,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,4,7,5,5,7,6,7,6,8,7,6,8,7,7,6,5,5,9,7,7,8,7,6,4,2,2,,1,,22,heath care,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,8,8,8,8,8,7,7,8,9,9,8,9,9,8,8,8,6,6,6,7,6,5,6,8,1,2,3,1,,26,HPV VIRUS ,Control,Get vaccinated against HPV today.
41,2,6,6,6,6,8,7,8,8,8,8,8,8,9,8,7,6,9,7,6,7,6,5,8,2,2,,1,,19,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,1,2,10,1,10,1,4,1,5,1,1,1,1,1,1,1,6,4,4,1,1,6,7,1,3,3,,1,,22,,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,6,5,6,8,6,7,7,2,6,8,4,8,6,5,7,7,8,6,9,9,6,7,2,7,1,1,4,1,,21,I don’t know,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,10,9,8,7,7,9,5,8,9,7,8,7,4,7,6,10,10,2,7,9,8,4,4,1,1,2,3,2,1,26,Views towards vaccines based on medical information,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,8,7,6,6,6,6,6,8,6,7,6,7,7,8,9,8,8,8,9,8,8,8,8,8,1,1,1,6,1,23,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
0,10,9,8,7,9,6,7,9,7,8,10,8,6,8,10,10,10,8,9,8,10,4,7,9,1,2,3,1,,22,How to get bitches,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
45,9,7,10,8,10,8,8,7,9,9,10,10,6,7,10,10,8,7,10,8,10,8,9,7,1,1,2,1,,24,I think this study is about how effective people think vaccines are.,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,10,10,9,9,9,9,9,9,9,1,2,1,1,,54,VACCNIE,Control,Get vaccinated against HPV today.
50,7,7,7,7,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,6,6,7,1,3,5,1,,21,The study was about hpv ,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
29,9,10,6,4,10,6,7,2,7,4,9,5,2,6,9,8,9,2,8,9,7,1,8,2,3,3,,1,,20,Hpv vaccine,Both,Protect yourself and your partner. Get vaccinated against HPV today.
23,5,5,5,6,6,6,6,6,5,6,6,7,7,7,7,7,7,7,7,8,6,6,7,7,3,2,,1,,23,Good and easy,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,7,9,9,8,10,9,10,8,10,10,9,7,7,10,6,9,10,5,8,8,9,9,8,5,1,2,4,1,,26,,Control,Get vaccinated against HPV today.
54,5,5,5,4,5,5,6,6,5,5,5,6,7,7,6,5,7,6,5,4,5,7,6,7,1,1,1,1,,21,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
1,10,9,10,2,10,9,9,9,10,7,10,10,10,10,2,10,10,5,8,9,10,2,9,6,2,2,,1,,20,The study was about the HPV vaccine and spreading more awareness to it.,Control,Get vaccinated against HPV today.
89,8,8,6,9,10,10,6,9,6,10,10,7,10,6,10,10,7,10,10,9,10,10,10,9,1,1,4,2,2,25,The protection of having sex and how vaccine are important ,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,9,8,10,6,6,4,10,10,7,6,6,5,8,7,1,7,5,9,4,6,9,5,9,7,1,2,1,1,,21,HPV Vaccination ,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,1,4,2,10,5,9,8,6,7,6,5,4,10,9,9,1,2,10,7,1,6,10,9,10,1,1,1,6,1,22,Vaccines ,Control,Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,7,10,4,9,9,6,8,5,10,2,7,10,6,8,5,8,2,6,9,4,5,7,8,4,1,1,1,2,2,21,Pizza,Both,Protect yourself and your partner. Get vaccinated against HPV today.
62,7,8,8,7,6,5,7,6,6,8,6,6,9,8,7,7,7,5,6,5,4,7,6,6,1,1,1,2,1,19,Vaccines,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,4,6,5,4,8,7,9,6,5,5,7,8,9,5,9,8,8,8,7,5,4,5,5,8,2,2,,1,,21,,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,6,7,6,6,7,7,7,6,6,7,8,6,7,8,4,6,9,8,7,6,6,6,5,6,1,1,3,1,,25,,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,6,6,8,7,7,5,8,6,9,5,5,8,5,9,6,8,4,6,7,5,7,4,8,5,1,2,2,1,,19,,Control,Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,7,9,9,9,5,7,4,5,6,7,9,2,9,10,7,10,8,8,5,8,8,2,7,7,2,2,,1,,24,Math,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,8,9,4,7,10,5,10,8,7,7,10,10,7,7,8,9,7,4,5,10,5,1,5,1,2,2,,1,,23,"About vaccines, don’t take them, they want a large amount of humanity dead by 2030, with their deadly agenda",Control,Get vaccinated against HPV today.
97,10,5,10,9,4,10,9,7,10,4,10,9,5,8,10,9,5,10,9,5,9,10,8,6,1,1,1,3,,23,it was about shots,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,8,7,5,7,8,5,8,6,8,7,8,5,8,8,7,7,8,5,6,7,8,8,8,7,3,2,,1,,59,HVP,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,10,4,7,6,9,10,7,5,8,9,8,2,7,5,10,7,2,10,9,6,4,1,10,1,2,1,6,1,25,HPV Vaccine,Control,Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,7,7,8,8,7,5,6,7,7,7,8,7,6,7,8,8,7,5,5,8,8,7,6,6,1,1,1,1,,20,A vaccine ,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
57,6,6,6,6,8,6,6,9,5,5,6,6,7,7,6,5,6,7,6,5,5,7,6,7,1,1,1,1,,20,Hpv,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
13,10,6,1,2,10,9,7,8,5,10,10,6,6,7,4,10,9,4,6,2,9,2,2,6,1,1,2,1,,18,,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
75,4,1,2,4,4,5,6,7,5,8,6,7,6,9,10,10,7,4,6,6,2,5,7,8,1,1,1,1,,18,sex vaccines (HPV),Control,Get vaccinated against HPV today.
50,10,6,4,7,8,7,2,9,6,8,10,5,9,4,8,7,2,10,6,9,1,4,5,8,1,1,3,2,1,22,,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,10,10,10,6,10,10,10,10,10,10,10,10,6,10,10,10,10,6,10,10,10,10,1,6,1,1,3,1,,25,It’s about the HPV vaccine,Both,Protect yourself and your partner. Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,6,6,10,6,10,6,10,6,6,6,10,6,6,6,6,9,10,6,6,6,6,6,6,6,3,3,,1,,26,,Control,Get vaccinated against HPV today.
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,1,1,1,10,1,1,1,1,1,1,1,1,10,1,10,1,1,1,1,1,1,10,1,10,2,2,,1,,22,Telling how vaccines are good and helpful for preventing diseases ,Other-Oriented,Protect your partner. Get vaccinated against HPV today.
84,6,7,8,7,6,7,7,8,7,6,9,7,8,7,9,9,8,9,6,6,4,7,6,7,1,1,4,1,,26,,Self-Oriented,Protect yourself. Get vaccinated against HPV today.
