Progress,Duration (in seconds),Finished,UserLanguage,HPVVaccine_CR,PID,consent_agree,timer_control_First Click,timer_control_Last Click,timer_control_Page Submit,timer_control_Click Count,timer_selforothers_First Click,timer_selforothers_Last Click,timer_selforothers_Page Submit,timer_selforothers_Click Count,timer_both_First Click,timer_both_Last Click,timer_both_Page Submit,timer_both_Click Count,intention_likelihood_1,infotrust_1,vaxtrust_safe_1,vaxtrust_effective_1,vaccine_benefit _1,vaccine_risk_1,vaccine_worried_1,HPV_sideeffect_1,HPV_healththreat_1,HPV_infectionthreat_1,subnorm_people_1,subnorm_expectation_1,subnorm_want_1,becontrol_uptome_1,becontrol_control_1,becontrol_confidence_1,attention_check_1,comprehension_1,decision_rationale,general_attitudes_1,general_attitudes_2,general_attitudes_3,general_attitudes_4,general_attitudes_5,general_attitudes_6,general_attitudes_7,general_attitudes_8,AC_Qs_1,AC_Qs_2,AC_Qs_3,AC_Qs_4,AC_Qs_5,AC_Qs_6,AC_Qs_7,AC_Qs_8,AC_Qs_9,AC_Qs_10,AC_Qs_11,AC_Qs_12,AC_Qs_13,AC_Qs_14,AC_Qs_15,AC_Qs_16,AC_Qs_17,AC_Qs_18,AC_Qs_19,AC_Qs_20,AC_Qs_21,AC_Qs_22,AC_Qs_23,AC_Qs_24,sex_history,sex_active,sex_partnernum,relationship_status,rela_exclusive,age,ethnicity,education,occupation,income,suggestions,study_content,honest_check,Clicked1,Condition,CTA,Time_Amount
100,6,1,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
100,399,1,EN,3,,1,0.691,18.567,36.276,16,,,,,,,,,1,1,1,1,0,65,1,3,2,1,1,1,1,1,7,1,5,7,I dont need unnecessary vaccines,6,2,4,3,6,3,4,4,10,10,4,7,6,9,10,7,5,8,9,8,2,7,5,10,7,2,10,9,6,4,1,10,1,2,1,6,1,25,1,2,1,4,None,HPV Vaccine,1,0,Control,Get vaccinated against HPV today.,30
100,4,1,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
100,318,1,EN,3,,1,,,,,10.092,10.995,50.321,3,,,,,1,3,3,3,35,83,3,3,3,3,1,2,1,1,1,6,5,1,I never heard of it until now. Not getting something just like that ,3,5,5,6,6,4,3,4,7,7,8,8,7,5,6,7,7,7,8,7,6,7,8,8,7,5,5,8,8,7,6,6,1,1,1,1,,20,1,2,1,4,Please pay me ,A vaccine ,1,0,Other-Oriented,Protect your partner. Get vaccinated against HPV today.,45
100,374,1,EN,3,,1,,,,,0.694,101.091,102.186,44,,,,,57,5,6,6,88,90,4,4,4,5,7,6,6,7,5,5,5,6,I want to be safe and I got a safety pin for you ,5,4,6,5,4,6,5,4,6,6,6,6,8,6,6,9,5,5,6,6,7,7,6,5,6,7,6,5,5,7,6,7,1,1,1,1,,20,2,2,4,2,No,Hpv,1,0,Other-Oriented,Protect your partner. Get vaccinated against HPV today.,45
100,441,1,EN,3,,1,,,,,0.782,45.8,47.16,57,,,,,13,3,3,3,49,51,3,3,3,3,3,3,3,1,7,2,5,4,I don’t like vaccines and really don’t care for them,3,3,3,3,3,3,3,3,10,6,1,2,10,9,7,8,5,10,10,6,6,7,4,10,9,4,6,2,9,2,2,6,1,1,2,1,,18,1,2,4,3,,,1,0,Self-Oriented,Protect yourself. Get vaccinated against HPV today.,45
100,583,1,EN,2,,1,33.785,33.785,36.335,1,,,,,,,,,75,4,4,5,80,65,4,2,2,3,5,5,4,4,6,1,5,4,vaccines aren’t really my thing but if it helps my health than that’s fine,4,4,5,4,3,3,5,4,4,1,2,4,4,5,6,7,5,8,6,7,6,9,10,10,7,4,6,6,2,5,7,8,1,1,1,1,,18,2,2,1,4,,sex vaccines (HPV),1,0,Control,Get vaccinated against HPV today.,30
100,989,1,EN,2,,1,,,,,,,,,3.664,74.243,77.768,11,50,2,4,3,65,50,3,4,3,5,7,5,5,3,5,6,5,7,I would like to get the vaccine but would like to do more research on HPV and the side affects of the vaccine before committing to getting the vaccine.,3,2,5,3,6,4,3,4,10,6,4,7,8,7,2,9,6,8,10,5,9,4,8,7,2,10,6,9,1,4,5,8,1,1,3,2,1,22,1,1,1,2,,,1,0,Both,Protect yourself and your partner. Get vaccinated against HPV today.,60
100,8,1,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
100,68,1,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
100,1470,1,EN,3,,1,,,,,,,,,29.284,65.451,195.373,10,50,3,6,6,100,0,1,3,3,5,4,5,4,1,1,7,5,7,I want more information to make an informed decision ,1,6,1,6,2,1,6,6,10,10,10,6,10,10,10,10,10,10,10,10,6,10,10,10,10,6,10,10,10,10,1,6,1,1,3,1,,25,2,2,4,1,,It’s about the HPV vaccine,1,0,Both,Protect yourself and your partner. Get vaccinated against HPV today.,60
100,5,1,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
100,506,1,EN,2,,1,1.375,128.373,129.001,4,,,,,,,,,0,3,4,4,48,45,2,3,3,3,4,4,4,4,4,4,5,4,I not with anyone right now so I know I'll be good,3,4,3,3,3,3,5,4,6,6,10,6,10,6,10,6,6,6,10,6,6,6,6,9,10,6,6,6,6,6,6,6,3,3,,1,,26,1,1,5,1,,,1,0,Control,Get vaccinated against HPV today.,30
100,9,1,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
100,572,1,EN,3,,1,,,,,0.807,48.955,50.245,10,,,,,70,4,4,4,20,0,3,1,1,1,1,1,1,7,2,7,5,5,If we or when we feel there is a time we should get a vaccine of any king my mother will let me know and take me but for now don’t see a need and I am single and will always be because I’m not interested in a relationship.,1,6,1,6,5,3,6,6,1,1,1,10,1,1,1,1,1,1,1,1,10,1,10,1,1,1,1,1,1,10,1,10,2,2,,1,,22,1,2,7,2,No,Telling how vaccines are good and helpful for preventing diseases ,1,0,Other-Oriented,Protect your partner. Get vaccinated against HPV today.,45
100,197,1,EN,2,,1,,,,,0.755,67.442,68.704,25,,,,,84,4,5,4,64,53,4,4,4,3,5,6,5,6,5,5,5,5,I made this choice because it’s how I feeln,4,4,4,5,5,5,5,4,6,7,8,7,6,7,7,8,7,6,9,7,8,7,9,9,8,9,6,6,4,7,6,7,1,1,4,1,,26,1,2,1,3,,,1,0,Self-Oriented,Protect yourself. Get vaccinated against HPV today.,45
100,8,1,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
100,129,1,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
100,247,1,EN,2,,1,22.069,29.721,33.367,3,,,,,,,,,56,4,4,4,59,37,2,3,3,3,4,5,3,4,4,4,5,6,Seems like a good idea. If certain cancers are especially possible.,2,5,4,4,4,5,4,4,8,6,8,8,7,9,7,9,9,7,8,9,7,9,8,10,7,6,6,6,7,8,7,8,1,1,2,1,,24,1,3,1,2,Na,It was easy and fun,1,0,Control,Get vaccinated against HPV today.,30
100,12,1,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
100,14,1,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
100,4,1,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
100,284,1,EN,3,,1,,,,,0.76,53.264,54.322,17,,,,,79,6,6,6,100,100,5,5,5,5,7,7,7,7,7,7,5,7,"No comment 
No comment 
No comment ",6,6,6,6,6,6,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,1,1,1,1,,25,3,3,1,2,No comment ,No comment ,1,0,Self-Oriented,Protect yourself. Get vaccinated against HPV today.,45
100,28,1,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
100,6,1,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
100,299,1,EN,3,,1,0.729,31.551,31.908,36,,,,,,,,,68,4,3,2,65,49,4,3,4,3,3,6,4,4,3,4,5,6,0 weewooweewooweewoo,3,2,2,6,5,5,4,3,5,5,6,6,6,6,7,6,6,6,6,6,6,5,6,6,5,6,2,4,4,5,5,4,1,1,1,2,1,20,1,2,1,2,Weewoo,Kewl,1,0,Control,Get vaccinated against HPV today.,30
100,254,1,EN,3,,1,,,,,1.782,37.756,46.278,3,,,,,70,4,4,4,67,67,4,4,4,4,5,5,4,5,4,5,5,5,It seems like a logical choice.,5,4,4,4,5,5,4,5,9,8,7,8,7,7,9,8,7,7,8,7,8,8,9,8,7,8,7,8,9,8,7,8,1,1,1,2,1,19,1,2,1,3,,Vaccines,1,0,Other-Oriented,Protect your partner. Get vaccinated against HPV today.,45
100,582,1,EN,3,,1,,,,,,,,,33.063,102.16,105.625,11,90,6,6,6,95,1,5,5,1,4,7,6,6,7,2,7,5,7,HPV is seriously scary I was informed of cancers that I had no clue were a thing so that really did it for me ,2,5,2,6,2,2,6,6,10,8,5,6,8,10,4,10,4,6,10,10,5,8,4,9,10,4,9,2,9,10,9,4,1,1,4,1,,19,3,4,1,3,HPV is scary ,The study was to get males to recognize how big of a deal HPV is and how life changing a vaccine for it can be ,1,0,Both,Protect yourself and your partner. Get vaccinated against HPV today.,60
100,6,1,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
100,484,1,EN,3,,1,0,0,74.801,0,,,,,,,,,62,4,4,4,61,22,1,2,2,2,4,4,4,3,3,3,5,5,I need to see what others have to say about this too,4,4,3,5,4,2,4,5,8,8,8,8,8,8,9,8,8,8,8,9,2,9,9,8,8,8,8,8,8,8,8,4,2,2,,1,,26,3,4,1,4,,A disease,1,0,Control,Get vaccinated against HPV today.,30
100,636,1,EN,2,,1,,,,,1.432,86.74,87.759,7,,,,,90,5,5,5,63,15,2,2,1,3,5,5,5,2,1,6,5,6,Unknown what vaccines I need this year but if I need the hpv vaccine I will get it,3,5,1,1,3,2,5,4,9,8,6,7,9,10,10,9,6,5,9,10,6,8,7,9,6,6,10,10,10,6,1,4,3,3,,1,,23,1,2,6,5,,,1,0,Self-Oriented,Protect yourself. Get vaccinated against HPV today.,45
100,871,1,EN,3,,1,,,,,,,,,0.832,82.416,83.532,31,74,4,5,5,72,52,3,4,4,4,6,6,5,7,7,4,5,6,I’m likely to get not eagerd to get it ,2,6,1,5,4,4,6,6,9,8,7,6,8,10,9,9,7,10,10,8,9,8,8,10,10,9,7,8,10,9,8,9,1,1,5,1,,19,2,2,4,2,Nice survey ,Vaccines,1,0,Both,Protect yourself and your partner. Get vaccinated against HPV today.,60
100,627,1,EN,3,,1,,,,,1.66,68.811,70.342,16,,,,,0,4,1,1,30,71,3,3,2,3,2,2,1,6,2,4,5,6,0 because I don’t trust it and I’m worried it will effect my health.,4,2,6,1,4,5,3,3,9,9,8,6,8,8,8,10,10,10,10,8,9,9,9,9,9,8,9,9,10,10,10,10,2,2,,1,,20,2,2,4,2,,,1,0,Other-Oriented,Protect your partner. Get vaccinated against HPV today.,45
100,37,1,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
100,601,1,EN,,,1,,,,,0,0,67.739,0,,,,,0,5,6,6,100,1,1,1,1,2,7,7,7,4,4,7,5,7,I am lazy and will not be signing up for a visit.,1,6,1,6,2,1,6,6,7,10,4,6,9,8,8,9,7,4,9,9,4,5,7,10,10,8,10,9,10,7,4,5,1,1,1,2,1,23,1,4,1,2,,,1,0,Self-Oriented,Protect yourself. Get vaccinated against HPV today.,45
100,30,1,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
100,4,1,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
100,2630,1,EN,3,,1,,,,,0,0,267.76,0,,,,,50,3,3,3,54,50,3,3,3,3,3,4,3,3,3,4,5,4,"I would consider getting it but still, I would like to do more research on it any side effect cases, even if I had a chance to mess with my partner It would be a chance to get it to say on the safe side but still a 50/50 chance.",3,3,3,3,2,2,3,3,6,8,8,8,8,5,5,8,5,5,8,9,5,5,9,9,9,8,5,8,5,8,7,5,2,2,,1,,21,2,1,4,1,,About vaccinee during sexual effects ,1,1,Other-Oriented,Protect your partner. Get vaccinated against HPV today.,45
100,445,1,EN,3,,1,15.016,30.739,32.629,11,,,,,,,,,60,5,5,4,58,39,3,3,4,3,6,4,4,5,4,5,5,4,"It seems important to have this shot.
Never understood until reading this survey.",3,4,3,2,5,4,4,5,5,7,1,10,7,2,9,7,4,10,10,2,7,4,2,9,8,5,4,9,8,5,1,2,1,1,4,1,,23,2,4,1,2,Great Survey,HPV,1,0,Control,Get vaccinated against HPV today.,30
100,201,1,EN,3,,1,0.669,30.686,31.522,41,,,,,,,,,17,6,5,5,31,28,2,4,4,4,6,5,5,2,3,3,5,6,Seems like a simple an legit program ,5,5,3,5,2,3,6,5,1,6,4,5,2,5,6,1,7,5,4,5,5,1,4,8,6,7,8,8,8,9,7,7,1,2,1,1,,21,2,2,2,3,Nothing wrong with it ,It’s was nice and easy,1,0,Control,Get vaccinated against HPV today.,30
100,381,1,EN,2,,1,,,,,60.521,60.521,62.334,1,,,,,70,5,5,5,74,69,4,4,5,3,6,5,6,6,6,5,5,6,It’s pretty decent if you ask me honestly ,4,4,4,4,5,5,4,4,4,5,4,2,2,4,4,8,8,6,5,4,4,2,6,6,7,10,8,6,9,8,7,5,1,1,4,1,,22,2,6,1,3,No comment ,Vaccines,1,0,Self-Oriented,Protect yourself. Get vaccinated against HPV today.,45
100,1,1,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
100,5,1,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
100,8,1,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
100,7,1,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
100,2,1,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
100,425,1,EN,3,,1,,,,,13.875,69.661,71.44,41,,,,,33,6,6,6,92,91,2,5,3,5,7,7,7,7,4,7,5,7,I meant to say 100% I will get a vaccine and keep me me protected ,3,6,2,4,5,5,5,4,10,10,10,10,8,9,8,10,10,8,10,10,10,9,9,9,9,10,10,10,9,9,9,8,2,2,,2,1,23,2,2,2,3,It’s okay I hope everyone stays safe ,It’s okay ,1,0,Other-Oriented,Protect your partner. Get vaccinated against HPV today.,45
100,27,1,EN,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
100,362,1,EN,2,,1,,,,,1.364,44.28,46.052,12,,,,,10,6,4,4,8,5,1,5,1,5,2,1,1,1,4,5,5,5,I dont have no plans in getting the vaccine and no time soon,1,4,1,3,2,1,4,4,5,8,4,6,8,6,6,8,4,4,8,5,1,5,8,7,7,5,7,7,7,5,6,1,2,2,,1,,23,2,5,1,4,No,Hpv,1,0,Self-Oriented,Protect yourself. Get vaccinated against HPV today.,45
100,2,1,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
100,5,1,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
100,466,1,EN,3,,1,,,,,,,,,2.769,66.357,67.763,26,71,3,5,4,97,28,3,2,3,3,5,5,5,4,3,4,5,6,"The reason I wouldn’t get the vaccine would mainly be due to insurance. If the cost is too high I don’t have the disposable income for it. Also timing, I find doctors offices are very difficult to set up appointments ",3,5,2,6,4,2,5,6,6,9,8,4,10,8,9,7,10,9,10,10,2,10,8,9,10,1,10,6,9,1,4,1,1,1,4,1,,26,1,4,2,2,No suggestions ,"It was a good study, straight to the point ",1,0,Both,Protect yourself and your partner. Get vaccinated against HPV today.,60
100,14,1,EN,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
100,621,1,EN,3,,1,,,,,1.263,96.085,100.263,21,,,,,35,5,6,6,67,35,5,3,4,3,2,3,1,2,4,2,5,6,There’s a 35 percent chance because the causes that cause hpv I don’t get into also I don’t have any symptoms but if I did I’ll go get checked ,4,6,5,5,3,1,4,6,9,7,8,6,4,2,1,10,7,6,10,8,9,4,9,9,10,6,10,4,10,8,9,6,1,2,4,2,1,27,2,2,1,2,,Hpv nd people catching it the history on it ,1,0,Other-Oriented,Protect your partner. Get vaccinated against HPV today.,45
100,440,1,EN,3,,1,5.475,41.525,51.719,17,,,,,,,,,80,4,4,5,82,40,3,5,2,5,6,4,6,3,7,6,5,7,I didn’t realize how common these types of things are. Now that I know I will take precautions.,3,6,3,5,3,2,4,5,10,7,9,10,10,8,9,10,8,10,10,6,1,9,10,10,9,6,10,10,10,2,10,10,1,1,4,1,,21,2,2,1,3,,,1,0,Control,Get vaccinated against HPV today.,30
100,40,1,EN,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
100,12,1,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
100,457,1,EN,3,,1,,,,,34.125,45.67,46.042,8,,,,,32,2,4,5,97,17,3,2,1,5,5,3,3,2,1,5,5,6,I probably won’t have time to get the vaccine but if I do ever get a chance in the next 3 months I would get it.,4,3,3,5,6,4,1,5,10,10,8,7,8,8,8,10,9,10,10,7,8,5,8,9,9,6,5,10,10,8,9,10,1,1,1,2,1,21,3,2,2,2,,HPV,1,0,Self-Oriented,Protect yourself. Get vaccinated against HPV today.,45
100,262,1,EN,3,,1,0.936,45.022,46.324,14,,,,,,,,,23,6,6,5,99,96,1,5,5,5,7,7,7,6,2,7,5,7,"I already have it, i got it when i was 16 years old. ",2,6,1,5,2,1,6,6,8,10,10,9,7,6,9,9,8,6,10,10,8,10,9,10,10,10,8,8,10,6,5,6,1,1,2,2,2,25,2,2,1,2,no,it was easy,1,0,Control,Get vaccinated against HPV today.,30
100,2,1,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
100,18,1,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
100,367,1,EN,2,,1,,,,,0.901,75.155,76.501,18,,,,,45,4,4,3,74,65,3,3,3,3,6,4,2,5,6,5,5,4,I think it should be 50 cent or something like that’s ,4,4,5,5,4,4,5,5,9,7,5,4,2,2,2,5,6,6,7,7,7,6,6,7,6,7,6,4,2,1,2,9,1,1,1,1,,21,2,2,2,1,I mean it’s ok I love it ,Money and keeping people in the matrix ,1,0,Self-Oriented,Protect yourself. Get vaccinated against HPV today.,45
100,388,1,EN,3,,1,,,,,8.167,60.368,62.96,10,,,,,9,3,2,3,11,60,3,4,4,4,1,1,1,1,7,7,5,5,i don’t partake in activities necessarily to contract,6,2,6,2,6,4,1,1,8,10,6,5,7,8,6,10,7,10,8,10,7,5,8,4,2,2,1,10,6,1,5,1,1,1,1,2,1,22,1,3,2,2,,,1,0,Self-Oriented,Protect yourself. Get vaccinated against HPV today.,45
100,214,1,EN,3,,1,41.69,41.69,42.784,1,,,,,,,,,54,5,4,4,66,67,4,4,4,3,5,5,4,5,5,5,5,5,"I feel I do not need it, but can see with protecting my future wife to aquire it just in case",3,4,4,4,4,3,4,4,8,7,8,7,9,8,8,7,8,8,9,9,8,7,7,8,8,8,8,9,8,8,8,8,1,1,1,5,1,26,1,4,1,4,NA,It was good and easy,1,0,Control,Get vaccinated against HPV today.,30
100,1031,1,EN,2,,1,,,,,,,,,9.598,52.584,66.966,21,100,4,4,4,50,50,3,2,2,5,3,3,4,1,7,4,5,7,"Just in case I have sex, I want to keep myself & others safe!",3,4,4,4,4,4,4,4,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,9,10,10,10,10,10,10,1,1,1,1,,20,2,2,4,1,,Keeping yourself & other safe ,1,0,Both,Protect yourself and your partner. Get vaccinated against HPV today.,60
100,625,1,EN,2,,1,0.707,91.51,189.675,5,,,,,,,,,26,4,4,4,65,64,2,2,3,2,3,3,3,4,4,4,5,4,I most likely won’t ,3,3,4,4,3,3,4,4,5,2,6,8,8,7,10,8,7,7,8,7,9,10,6,7,2,8,7,5,8,5,8,6,1,1,1,2,1,20,2,2,1,3,No,Viruses,1,0,Control,Get vaccinated against HPV today.,30
100,568,1,EN,2,,1,,,,,0.816,120.035,121.402,19,,,,,45,4,4,5,70,20,1,3,2,4,3,3,4,2,2,4,5,5,"I rarely go to doctor appointments, especially for vaccinations. I think there'd a mid sized chance that I'd get the HPV vaccine, but its nowhere near guaranteed.",2,4,1,5,2,2,5,5,2,8,5,1,7,8,9,5,10,4,10,8,1,6,8,7,8,2,5,4,7,1,6,2,2,2,,1,,18,1,1,5,2,,HPV vaccines and my opinions on it and vaccines in general.,1,0,Self-Oriented,Protect yourself. Get vaccinated against HPV today.,45
100,13,1,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
100,381,1,EN,3,,1,37.876,40.774,48.085,2,,,,,,,,,89,4,5,5,83,62,2,3,2,2,7,6,7,6,3,6,5,6,To protect myself and my family against any diseases. You can never be too safe.,3,5,2,5,5,2,5,6,10,8,10,8,10,9,9,8,9,9,9,9,9,10,8,9,9,7,10,8,8,9,8,7,1,1,1,6,1,26,2,4,1,2,,HPV vaccine ,1,0,Control,Get vaccinated against HPV today.,30
100,313,1,EN,2,,1,0.905,30.488,31.886,18,,,,,,,,,52,4,3,4,69,49,3,4,3,3,3,3,5,3,6,4,5,4,"Because, I’ve seen a lot of people doing this lately and they say it’s safe and protects you from sickness.",4,3,5,4,4,4,4,2,5,5,5,5,5,7,7,7,7,7,7,7,7,7,4,7,7,7,7,4,7,7,7,7,1,1,2,1,,20,3,2,1,1,Nothing much too be honest ,I don’t know but keep the questions they where pretty good.,1,0,Control,Get vaccinated against HPV today.,30
100,694,1,EN,3,,1,,,,,0.777,79.826,81.063,4,,,,,76,4,4,5,80,66,3,4,4,4,4,4,4,7,7,1,5,6,Will get the vaccine if needed,2,6,1,4,5,4,5,5,10,9,8,8,10,9,10,10,10,10,9,9,9,10,8,9,8,9,9,9,8,9,9,10,1,1,5,1,,19,2,2,4,2,Informative survey,Vaccines,1,0,Other-Oriented,Protect your partner. Get vaccinated against HPV today.,45
100,8,1,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
100,18,1,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
100,14,1,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
100,10,1,EN,3,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
100,307,1,EN,2,,1,,,,,0.766,47.276,49.19,18,,,,,6,1,1,1,3,4,1,1,1,1,1,1,1,1,1,1,5,1,Did he z SC bc so na Dj’s SCBc Sd bc so it’s sec bc ash Ms so Jed AC vs at my Sd Ju so my why jus ash my egg Jr. EU it Dd CC Sd bc Dd CB ma CB mf do KFC do of egg by egg no bc do I if CB no,1,1,1,1,1,1,1,1,10,6,7,5,6,6,6,10,6,5,7,6,6,5,6,7,8,7,4,4,6,6,6,7,1,1,2,1,,20,2,2,1,1,,,1,0,Other-Oriented,Protect your partner. Get vaccinated against HPV today.,45
100,258,1,EN,3,,1,,,,,0.574,15.689,46.993,9,,,,,50,4,4,4,49,49,3,3,3,3,4,4,4,4,4,4,5,4,The first thing I did was to be a part of ,4,4,4,4,4,4,4,4,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,6,6,6,6,2,3,,1,,21,1,2,6,1,,,1,0,Self-Oriented,Protect yourself. Get vaccinated against HPV today.,45
100,292,1,EN,3,,1,,,,,4.361,39.382,56.251,11,,,,,45,4,4,4,51,60,3,3,3,3,4,5,5,4,4,5,5,5,The effects of the vaccine ,4,4,5,4,6,6,4,4,8,7,7,8,10,8,7,10,8,10,7,6,9,8,7,8,9,9,9,8,9,8,7,7,2,2,,1,,24,2,2,1,2,Nothing to suggest ,Very informal ,1,0,Other-Oriented,Protect your partner. Get vaccinated against HPV today.,45
100,61,1,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
100,9,1,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
100,11,1,EN,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,
